,geneName,ensId,keggId,keggBriteId,Functional Annotation Group,Functional Annotation Subgroup,Functional Annotation,TCGA-19-1787-01
26394,CENPQ,ENSG00000031691.6,hsa:55166,3036,Genes and Proteins,Protein families: genetic information processing,Chromosome and associated proteins,3.395
26395,GLYATL3,ENSG00000203972.9,hsa:389396,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),-9.966
26396,GLYATL3,ENSG00000203972.9,hsa:389396,1000,Genes and Proteins,Protein families: metabolism,Enzymes,-9.966
26397,RHAG,ENSG00000112077.15,hsa:6005,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),-5.574
26398,RHAG,ENSG00000112077.15,hsa:6005,4090,Genes and Proteins,Protein families: signaling and cellular processes,CD molecules,-5.574
26399,RHAG,ENSG00000112077.15,hsa:6005,2000,Genes and Proteins,Protein families: signaling and cellular processes,Transporters,-5.574
26400,CRISP2,ENSG00000124490.13,hsa:7180,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),-9.966
26401,CRISP2,ENSG00000124490.13,hsa:7180,4131,Genes and Proteins,Protein families: genetic information processing,Membrane trafficking,-9.966
26402,CRISP3,ENSG00000096006.11,hsa:10321,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),-9.966
26403,CRISP3,ENSG00000096006.11,hsa:10321,4131,Genes and Proteins,Protein families: genetic information processing,Membrane trafficking,-9.966
26404,PGK2,ENSG00000170950.4,hsa:5232,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),-9.966
26405,PGK2,ENSG00000170950.4,hsa:5232,4147,Genes and Proteins,Protein families: signaling and cellular processes,Exosome,-9.966
26406,PGK2,ENSG00000170950.4,hsa:5232,1000,Genes and Proteins,Protein families: metabolism,Enzymes,-9.966
26407,CRISP1,ENSG00000124812.14,hsa:167,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),-9.966
26408,CRISP1,ENSG00000124812.14,hsa:167,4131,Genes and Proteins,Protein families: genetic information processing,Membrane trafficking,-9.966
26409,TFAP2D,ENSG00000008197.4,hsa:83741,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),-9.966
26410,TFAP2D,ENSG00000008197.4,hsa:83741,3000,Genes and Proteins,Protein families: genetic information processing,Transcription factors,-9.966
26411,TFAP2B,ENSG00000008196.12,hsa:7021,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),-9.966
26412,TFAP2B,ENSG00000008196.12,hsa:7021,3000,Genes and Proteins,Protein families: genetic information processing,Transcription factors,-9.966
26413,PKHD1,ENSG00000170927.14,hsa:5314,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),-9.966
26414,PKHD1,ENSG00000170927.14,hsa:5314,3036,Genes and Proteins,Protein families: genetic information processing,Chromosome and associated proteins,-9.966
26415,MIR206,ENSG00000207604.2,hsa:406989,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),-9.966
26416,MIR206,ENSG00000207604.2,hsa:406989,3100,Genes and Proteins,RNA family,Non-coding RNAs,-9.966
26417,MIR206,ENSG00000207604.2,hsa:406989,4147,Genes and Proteins,Protein families: signaling and cellular processes,Exosome,-9.966
26418,MIR133B,ENSG00000199080.1,hsa:442890,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),-9.966
26419,MIR133B,ENSG00000199080.1,hsa:442890,3100,Genes and Proteins,RNA family,Non-coding RNAs,-9.966
26420,MIR133B,ENSG00000199080.1,hsa:442890,4147,Genes and Proteins,Protein families: signaling and cellular processes,Exosome,-9.966
26421,IL17A,ENSG00000112115.5,hsa:3605,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),-9.966
26422,IL17A,ENSG00000112115.5,hsa:3605,4052,Genes and Proteins,Protein families: signaling and cellular processes,Cytokines and growth factors,-9.966
26423,IL17F,ENSG00000112116.9,hsa:112744,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),-4.608
26424,IL17F,ENSG00000112116.9,hsa:112744,4052,Genes and Proteins,Protein families: signaling and cellular processes,Cytokines and growth factors,-4.608
26425,MCM3,ENSG00000112118.17,hsa:4172,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),6.796
26426,MCM3,ENSG00000112118.17,hsa:4172,1000,Genes and Proteins,Protein families: metabolism,Enzymes,6.796
26427,MCM3,ENSG00000112118.17,hsa:4172,3036,Genes and Proteins,Protein families: genetic information processing,Chromosome and associated proteins,6.796
26428,MCM3,ENSG00000112118.17,hsa:4172,3032,Genes and Proteins,Protein families: genetic information processing,DNA replication proteins,6.796
26429,EFHC1,ENSG00000096093.14,hsa:114327,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),3.3
26430,EFHC1,ENSG00000096093.14,hsa:114327,4812,Genes and Proteins,Protein families: signaling and cellular processes,Cytoskeleton proteins,3.3
26431,GSTA2,ENSG00000244067.2,hsa:2939,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),-9.966
26432,GSTA2,ENSG00000244067.2,hsa:2939,1000,Genes and Proteins,Protein families: metabolism,Enzymes,-9.966
26433,GSTA2,ENSG00000244067.2,hsa:2939,2000,Genes and Proteins,Protein families: signaling and cellular processes,Transporters,-9.966
26434,GSTA1,ENSG00000243955.5,hsa:2938,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),-9.966
26435,GSTA1,ENSG00000243955.5,hsa:2938,1000,Genes and Proteins,Protein families: metabolism,Enzymes,-9.966
26436,GSTA1,ENSG00000243955.5,hsa:2938,2000,Genes and Proteins,Protein families: signaling and cellular processes,Transporters,-9.966
26437,GSTA5,ENSG00000182793.10,hsa:221357,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),-9.966
26438,GSTA5,ENSG00000182793.10,hsa:221357,1000,Genes and Proteins,Protein families: metabolism,Enzymes,-9.966
26439,GSTA5,ENSG00000182793.10,hsa:221357,2000,Genes and Proteins,Protein families: signaling and cellular processes,Transporters,-9.966
26440,GSTA3,ENSG00000174156.13,hsa:2940,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),-9.966
26441,GSTA3,ENSG00000174156.13,hsa:2940,1000,Genes and Proteins,Protein families: metabolism,Enzymes,-9.966
26442,GSTA3,ENSG00000174156.13,hsa:2940,2000,Genes and Proteins,Protein families: signaling and cellular processes,Transporters,-9.966
26443,GSTA4,ENSG00000170899.10,hsa:2941,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),4.273
26444,GSTA4,ENSG00000170899.10,hsa:2941,1000,Genes and Proteins,Protein families: metabolism,Enzymes,4.273
26445,GSTA4,ENSG00000170899.10,hsa:2941,2000,Genes and Proteins,Protein families: signaling and cellular processes,Transporters,4.273
26446,ICK,ENSG00000112144.15,hsa:22858,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),1.758
26447,ICK,ENSG00000112144.15,hsa:22858,1000,Genes and Proteins,Protein families: metabolism,Enzymes,1.758
26448,ICK,ENSG00000112144.15,hsa:22858,1001,Genes and Proteins,Protein families: metabolism,Protein kinases,1.758
26449,FBXO9,ENSG00000112146.16,hsa:26268,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),4.704
26450,FBXO9,ENSG00000112146.16,hsa:26268,4121,Genes and Proteins,Protein families: genetic information processing,Ubiquitin system,4.704
26451,GCM1,ENSG00000137270.10,hsa:8521,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),-4.293
26452,GCM1,ENSG00000137270.10,hsa:8521,3000,Genes and Proteins,Protein families: genetic information processing,Transcription factors,-4.293
26453,ELOVL5,ENSG00000012660.13,hsa:60481,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),6.696
26454,ELOVL5,ENSG00000012660.13,hsa:60481,1000,Genes and Proteins,Protein families: metabolism,Enzymes,6.696
26455,ELOVL5,ENSG00000012660.13,hsa:60481,1004,Genes and Proteins,Protein families: metabolism,Lipid biosynthesis proteins,6.696
26456,GCLC,ENSG00000001084.10,hsa:2729,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),3.629
26457,GCLC,ENSG00000001084.10,hsa:2729,1000,Genes and Proteins,Protein families: metabolism,Enzymes,3.629
26458,KLHL31,ENSG00000124743.5,hsa:401265,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),-4.608
26459,KLHL31,ENSG00000124743.5,hsa:401265,4121,Genes and Proteins,Protein families: genetic information processing,Ubiquitin system,-4.608
26460,HCRTR2,ENSG00000137252.9,hsa:3062,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),-5.574
26461,HCRTR2,ENSG00000137252.9,hsa:3062,4030,Genes and Proteins,Protein families: signaling and cellular processes,G protein-coupled receptors,-5.574
26462,HMGCLL1,ENSG00000146151.12,hsa:54511,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),1.795
26463,HMGCLL1,ENSG00000146151.12,hsa:54511,1000,Genes and Proteins,Protein families: metabolism,Enzymes,1.795
26464,BMP5,ENSG00000112175.7,hsa:653,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),-1.318
26465,BMP5,ENSG00000112175.7,hsa:653,4052,Genes and Proteins,Protein families: signaling and cellular processes,Cytokines and growth factors,-1.318
26466,COL21A1,ENSG00000124749.16,hsa:81578,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),4.247
26467,DST,ENSG00000151914.17,hsa:667,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),6.15
26468,DST,ENSG00000151914.17,hsa:667,4812,Genes and Proteins,Protein families: signaling and cellular processes,Cytoskeleton proteins,6.15
26469,BAG2,ENSG00000112208.11,hsa:9532,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),0.1388
26470,BAG2,ENSG00000112208.11,hsa:9532,3110,Genes and Proteins,Protein families: genetic information processing,Chaperones and folding catalysts,0.1388
26471,RAB23,ENSG00000112210.11,hsa:51715,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),4.473
26472,RAB23,ENSG00000112210.11,hsa:51715,4131,Genes and Proteins,Protein families: genetic information processing,Membrane trafficking,4.473
26473,RAB23,ENSG00000112210.11,hsa:51715,4031,Genes and Proteins,Protein families: signaling and cellular processes,GTP-binding proteins,4.473
26474,PRIM2,ENSG00000146143.17,hsa:5558,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),3.761
26475,PRIM2,ENSG00000146143.17,hsa:5558,3032,Genes and Proteins,Protein families: genetic information processing,DNA replication proteins,3.761
26476,KHDRBS2,ENSG00000112232.8,hsa:202559,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),-6.506
26477,KHDRBS2,ENSG00000112232.8,hsa:202559,3041,Genes and Proteins,Protein families: genetic information processing,Spliceosome,-6.506
26478,PTP4A1,ENSG00000112245.9,hsa:7803,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),6.027
26479,PTP4A1,ENSG00000112245.9,hsa:7803,1000,Genes and Proteins,Protein families: metabolism,Enzymes,6.027
26480,PTP4A1,ENSG00000112245.9,hsa:7803,1009,Genes and Proteins,Protein families: metabolism,Protein phosphatases and associated proteins,6.027
26481,EYS,ENSG00000188107.13,hsa:346007,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),-5.574
26482,ADGRB3,ENSG00000135298.13,hsa:577,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),0.8568
26483,ADGRB3,ENSG00000135298.13,hsa:577,4030,Genes and Proteins,Protein families: signaling and cellular processes,G protein-coupled receptors,0.8568
26484,ADGRB3,ENSG00000135298.13,hsa:577,1002,Genes and Proteins,Protein families: metabolism,Peptidases,0.8568
26485,LMBRD1,ENSG00000168216.10,hsa:55788,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),5.036
26486,COL9A1,ENSG00000112280.15,hsa:1297,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),2.496
26487,COL9A1,ENSG00000112280.15,hsa:1297,0535,Genes and Proteins,Protein families: signaling and cellular processes,Proteoglycans,2.496
26488,SMAP1,ENSG00000112305.14,hsa:60682,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),4.616
26489,SMAP1,ENSG00000112305.14,hsa:60682,4131,Genes and Proteins,Protein families: genetic information processing,Membrane trafficking,4.616
26490,B3GAT2,ENSG00000112309.10,hsa:135152,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),3.191
26491,B3GAT2,ENSG00000112309.10,hsa:135152,1000,Genes and Proteins,Protein families: metabolism,Enzymes,3.191
26492,B3GAT2,ENSG00000112309.10,hsa:135152,1003,Genes and Proteins,Protein families: metabolism,Glycosyltransferases,3.191
26493,MIR30C2,ENSG00000199094.2,hsa:407032,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),-9.966
26494,MIR30C2,ENSG00000199094.2,hsa:407032,3100,Genes and Proteins,RNA family,Non-coding RNAs,-9.966
26495,MIR30C2,ENSG00000199094.2,hsa:407032,4147,Genes and Proteins,Protein families: signaling and cellular processes,Exosome,-9.966
26496,MIR30A,ENSG00000207827.1,hsa:407029,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),-9.966
26497,MIR30A,ENSG00000207827.1,hsa:407029,3100,Genes and Proteins,RNA family,Non-coding RNAs,-9.966
26498,MIR30A,ENSG00000207827.1,hsa:407029,4147,Genes and Proteins,Protein families: signaling and cellular processes,Exosome,-9.966
26499,RIMS1,ENSG00000079841.18,hsa:22999,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),-2.053
26500,RIMS1,ENSG00000079841.18,hsa:22999,4131,Genes and Proteins,Protein families: genetic information processing,Membrane trafficking,-2.053
26501,KCNQ5,ENSG00000185760.15,hsa:56479,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),1.19
26502,KCNQ5,ENSG00000185760.15,hsa:56479,4040,Genes and Proteins,Protein families: signaling and cellular processes,Ion channels,1.19
26503,DDX43,ENSG00000080007.7,hsa:55510,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),-2.548
26504,DDX43,ENSG00000080007.7,hsa:55510,1000,Genes and Proteins,Protein families: metabolism,Enzymes,-2.548
26505,DDX43,ENSG00000080007.7,hsa:55510,3041,Genes and Proteins,Protein families: genetic information processing,Spliceosome,-2.548
26506,MTO1,ENSG00000135297.15,hsa:25821,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),3.757
26507,MTO1,ENSG00000135297.15,hsa:25821,3036,Genes and Proteins,Protein families: genetic information processing,Chromosome and associated proteins,3.757
26508,MTO1,ENSG00000135297.15,hsa:25821,3016,Genes and Proteins,Protein families: genetic information processing,Transfer RNA biogenesis,3.757
26509,EEF1A1,ENSG00000156508.17,hsa:1915,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),12.0
26510,EEF1A1,ENSG00000156508.17,hsa:1915,4147,Genes and Proteins,Protein families: signaling and cellular processes,Exosome,12.0
26511,EEF1A1,ENSG00000156508.17,hsa:1915,4131,Genes and Proteins,Protein families: genetic information processing,Membrane trafficking,12.0
26512,EEF1A1,ENSG00000156508.17,hsa:1915,3019,Genes and Proteins,Protein families: genetic information processing,Messenger RNA biogenesis,12.0
26513,EEF1A1,ENSG00000156508.17,hsa:1915,3012,Genes and Proteins,Protein families: genetic information processing,Translation factors,12.0
26514,EEF1A1,ENSG00000156508.17,hsa:1915,3016,Genes and Proteins,Protein families: genetic information processing,Transfer RNA biogenesis,12.0
26515,SLC17A5,ENSG00000119899.12,hsa:26503,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),3.488
26516,SLC17A5,ENSG00000119899.12,hsa:26503,2000,Genes and Proteins,Protein families: signaling and cellular processes,Transporters,3.488
26517,CD109,ENSG00000156535.13,hsa:135228,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),2.687
26518,CD109,ENSG00000156535.13,hsa:135228,4090,Genes and Proteins,Protein families: signaling and cellular processes,CD molecules,2.687
26519,COL12A1,ENSG00000111799.20,hsa:1303,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),1.642
26520,COL12A1,ENSG00000111799.20,hsa:1303,0535,Genes and Proteins,Protein families: signaling and cellular processes,Proteoglycans,1.642
26521,COX7A2,ENSG00000112695.11,hsa:1347,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),8.535
26522,SENP6,ENSG00000112701.17,hsa:26054,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),4.303
26523,SENP6,ENSG00000112701.17,hsa:26054,4121,Genes and Proteins,Protein families: genetic information processing,Ubiquitin system,4.303
26524,SENP6,ENSG00000112701.17,hsa:26054,1000,Genes and Proteins,Protein families: metabolism,Enzymes,4.303
26525,SENP6,ENSG00000112701.17,hsa:26054,1002,Genes and Proteins,Protein families: metabolism,Peptidases,4.303
26526,MYO6,ENSG00000196586.13,hsa:4646,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),3.522
26527,MYO6,ENSG00000196586.13,hsa:4646,4147,Genes and Proteins,Protein families: signaling and cellular processes,Exosome,3.522
26528,MYO6,ENSG00000196586.13,hsa:4646,4131,Genes and Proteins,Protein families: genetic information processing,Membrane trafficking,3.522
26529,MYO6,ENSG00000196586.13,hsa:4646,4812,Genes and Proteins,Protein families: signaling and cellular processes,Cytoskeleton proteins,3.522
26530,IMPG1,ENSG00000112706.11,hsa:3617,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),-9.966
26531,IMPG1,ENSG00000112706.11,hsa:3617,0536,Genes and Proteins,Protein families: signaling and cellular processes,Glycosaminoglycan binding proteins,-9.966
26532,HTR1B,ENSG00000135312.5,hsa:3351,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),-2.548
26533,HTR1B,ENSG00000135312.5,hsa:3351,4030,Genes and Proteins,Protein families: signaling and cellular processes,G protein-coupled receptors,-2.548
26534,PHIP,ENSG00000146247.13,hsa:55023,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),2.071
26535,PHIP,ENSG00000146247.13,hsa:55023,4121,Genes and Proteins,Protein families: genetic information processing,Ubiquitin system,2.071
26536,HMGN3,ENSG00000118418.14,hsa:9324,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),6.374
26537,HMGN3,ENSG00000118418.14,hsa:9324,3036,Genes and Proteins,Protein families: genetic information processing,Chromosome and associated proteins,6.374
26538,ELOVL4,ENSG00000118402.5,hsa:6785,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),2.609
26539,ELOVL4,ENSG00000118402.5,hsa:6785,1000,Genes and Proteins,Protein families: metabolism,Enzymes,2.609
26540,ELOVL4,ENSG00000118402.5,hsa:6785,1004,Genes and Proteins,Protein families: metabolism,Lipid biosynthesis proteins,2.609
26541,TTK,ENSG00000112742.9,hsa:7272,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),3.63
26542,TTK,ENSG00000112742.9,hsa:7272,1000,Genes and Proteins,Protein families: metabolism,Enzymes,3.63
26543,TTK,ENSG00000112742.9,hsa:7272,3036,Genes and Proteins,Protein families: genetic information processing,Chromosome and associated proteins,3.63
26544,TTK,ENSG00000112742.9,hsa:7272,1001,Genes and Proteins,Protein families: metabolism,Protein kinases,3.63
26545,BCKDHB,ENSG00000083123.14,hsa:594,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),3.458
26546,BCKDHB,ENSG00000083123.14,hsa:594,1000,Genes and Proteins,Protein families: metabolism,Enzymes,3.458
26547,UBE3D,ENSG00000118420.16,hsa:90025,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),1.227
26548,UBE3D,ENSG00000118420.16,hsa:90025,4121,Genes and Proteins,Protein families: genetic information processing,Ubiquitin system,1.227
26549,UBE3D,ENSG00000118420.16,hsa:90025,1000,Genes and Proteins,Protein families: metabolism,Enzymes,1.227
26550,PGM3,ENSG00000013375.15,hsa:5238,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),4.541
26551,PGM3,ENSG00000013375.15,hsa:5238,1000,Genes and Proteins,Protein families: metabolism,Enzymes,4.541
26552,ME1,ENSG00000065833.8,hsa:4199,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),3.583
26553,ME1,ENSG00000065833.8,hsa:4199,1000,Genes and Proteins,Protein families: metabolism,Enzymes,3.583
26554,SNAP91,ENSG00000065609.14,hsa:9892,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),-0.6643
26555,SNAP91,ENSG00000065609.14,hsa:9892,4131,Genes and Proteins,Protein families: genetic information processing,Membrane trafficking,-0.6643
26556,CYB5R4,ENSG00000065615.13,hsa:51167,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),2.862
26557,CYB5R4,ENSG00000065615.13,hsa:51167,1000,Genes and Proteins,Protein families: metabolism,Enzymes,2.862
26558,CEP162,ENSG00000135315.11,hsa:22832,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),2.272
26559,CEP162,ENSG00000135315.11,hsa:22832,3036,Genes and Proteins,Protein families: genetic information processing,Chromosome and associated proteins,2.272
26560,TBX18,ENSG00000112837.16,hsa:9096,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),-0.7588
26561,TBX18,ENSG00000112837.16,hsa:9096,3000,Genes and Proteins,Protein families: genetic information processing,Transcription factors,-0.7588
26562,NT5E,ENSG00000135318.11,hsa:4907,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),4.159
26563,NT5E,ENSG00000135318.11,hsa:4907,4090,Genes and Proteins,Protein families: signaling and cellular processes,CD molecules,4.159
26564,NT5E,ENSG00000135318.11,hsa:4907,1000,Genes and Proteins,Protein families: metabolism,Enzymes,4.159
26565,NT5E,ENSG00000135318.11,hsa:4907,0537,Genes and Proteins,Protein families: signaling and cellular processes,Glycosylphosphatidylinositol (GPI)-anchored proteins,4.159
26566,SNX14,ENSG00000135317.12,hsa:57231,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),5.199
26567,SYNCRIP,ENSG00000135316.17,hsa:10492,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),5.418
26568,SYNCRIP,ENSG00000135316.17,hsa:10492,3041,Genes and Proteins,Protein families: genetic information processing,Spliceosome,5.418
26569,HTR1E,ENSG00000168830.7,hsa:3354,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),-9.966
26570,HTR1E,ENSG00000168830.7,hsa:3354,4030,Genes and Proteins,Protein families: signaling and cellular processes,G protein-coupled receptors,-9.966
26571,CGA,ENSG00000135346.8,hsa:1081,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),-4.608
26572,GJB7,ENSG00000164411.10,hsa:375519,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),-9.966
26573,SLC35A1,ENSG00000164414.16,hsa:10559,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),3.641
26574,SLC35A1,ENSG00000164414.16,hsa:10559,2000,Genes and Proteins,Protein families: signaling and cellular processes,Transporters,3.641
26575,RARS2,ENSG00000146282.17,hsa:57038,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),4.094
26576,RARS2,ENSG00000146282.17,hsa:57038,1000,Genes and Proteins,Protein families: metabolism,Enzymes,4.094
26577,RARS2,ENSG00000146282.17,hsa:57038,3029,Genes and Proteins,Protein families: genetic information processing,Mitochondrial biogenesis,4.094
26578,RARS2,ENSG00000146282.17,hsa:57038,1007,Genes and Proteins,Protein families: metabolism,Amino acid related enzymes,4.094
26579,RARS2,ENSG00000146282.17,hsa:57038,3016,Genes and Proteins,Protein families: genetic information processing,Transfer RNA biogenesis,4.094
26580,ORC3,ENSG00000135336.14,hsa:23595,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),4.662
26581,ORC3,ENSG00000135336.14,hsa:23595,3036,Genes and Proteins,Protein families: genetic information processing,Chromosome and associated proteins,4.662
26582,ORC3,ENSG00000135336.14,hsa:23595,3032,Genes and Proteins,Protein families: genetic information processing,DNA replication proteins,4.662
26583,CNR1,ENSG00000118432.12,hsa:1268,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),3.577
26584,CNR1,ENSG00000118432.12,hsa:1268,4030,Genes and Proteins,Protein families: signaling and cellular processes,G protein-coupled receptors,3.577
26585,RNGTT,ENSG00000111880.15,hsa:8732,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),2.609
26586,RNGTT,ENSG00000111880.15,hsa:8732,1000,Genes and Proteins,Protein families: metabolism,Enzymes,2.609
26587,RNGTT,ENSG00000111880.15,hsa:8732,3019,Genes and Proteins,Protein families: genetic information processing,Messenger RNA biogenesis,2.609
26588,PNRC1,ENSG00000146278.10,hsa:10957,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),6.144
26589,GABRR1,ENSG00000146276.11,hsa:2569,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),-6.506
26590,GABRR1,ENSG00000146276.11,hsa:2569,4040,Genes and Proteins,Protein families: signaling and cellular processes,Ion channels,-6.506
26591,GABRR2,ENSG00000111886.10,hsa:2570,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),-2.932
26592,GABRR2,ENSG00000111886.10,hsa:2570,4040,Genes and Proteins,Protein families: signaling and cellular processes,Ion channels,-2.932
26593,UBE2J1,ENSG00000198833.6,hsa:51465,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),4.457
26594,UBE2J1,ENSG00000198833.6,hsa:51465,4121,Genes and Proteins,Protein families: genetic information processing,Ubiquitin system,4.457
26595,UBE2J1,ENSG00000198833.6,hsa:51465,1000,Genes and Proteins,Protein families: metabolism,Enzymes,4.457
26596,RRAGD,ENSG00000025039.14,hsa:58528,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),5.784
26597,ANKRD6,ENSG00000135299.16,hsa:22881,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),3.536
26598,ANKRD6,ENSG00000135299.16,hsa:22881,3036,Genes and Proteins,Protein families: genetic information processing,Chromosome and associated proteins,3.536
26599,MDN1,ENSG00000112159.11,hsa:23195,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),3.084
26600,MDN1,ENSG00000112159.11,hsa:23195,3009,Genes and Proteins,Protein families: genetic information processing,Ribosome biogenesis,3.084
26601,GJA10,ENSG00000135355.3,hsa:84694,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),-9.966
26602,BACH2,ENSG00000112182.14,hsa:60468,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),0.517
26603,BACH2,ENSG00000112182.14,hsa:60468,3000,Genes and Proteins,Protein families: genetic information processing,Transcription factors,0.517
26604,MAP3K7,ENSG00000135341.17,hsa:6885,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),3.786
26605,MAP3K7,ENSG00000135341.17,hsa:6885,1000,Genes and Proteins,Protein families: metabolism,Enzymes,3.786
26606,MAP3K7,ENSG00000135341.17,hsa:6885,1001,Genes and Proteins,Protein families: metabolism,Protein kinases,3.786
26607,EPHA7,ENSG00000135333.13,hsa:2045,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),1.619
26608,EPHA7,ENSG00000135333.13,hsa:2045,1000,Genes and Proteins,Protein families: metabolism,Enzymes,1.619
26609,EPHA7,ENSG00000135333.13,hsa:2045,1001,Genes and Proteins,Protein families: metabolism,Protein kinases,1.619
26610,MANEA,ENSG00000172469.14,hsa:79694,0001,Genes and Proteins,Orthologs and modules,KEGG Orthology (KO),3.388
26611,MANEA,ENSG00000172469.14,hsa:79694,1000,Genes and Proteins,Protein families: metabolism,Enzymes,3.388
